Assessments
6/15/2022

Year,Division,School,Level,Subgroup,"Test Level","Subject Area",Subject,"Percent Pass","Percent Proficiency",Advance,Fail,"Record Count"
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",,MATH,Mathematics,27,27,-,73,30
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",,MATH,Mathematics,28,28,1,72,192
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,White,,MATH,Mathematics,64,64,-,36,11
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"All Students",5,SCI,"Grade 5 Science",16,16,-,84,61
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"American Indian",5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Asian,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Black,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Economically Disadvantaged",5,SCI,"Grade 5 Science",15,15,-,85,54
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"English Learners",5,SCI,"Grade 5 Science",-,-,-,100,25
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Female,5,SCI,"Grade 5 Science",10,10,-,90,30
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Hispanic,5,SCI,"Grade 5 Science",13,13,-,87,53
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Homeless,5,SCI,"Grade 5 Science",6,6,-,94,16
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Male,5,SCI,"Grade 5 Science",23,23,-,77,31
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Military Connected",5,SCI,"Grade 5 Science",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Not Economically Disadvantaged",5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",5,SCI,"Grade 5 Science",17,17,-,83,53
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,White,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"All Students",,SCI,Science,16,16,-,84,61
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"American Indian",,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Asian,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Black,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Economically Disadvantaged",,SCI,Science,15,15,-,85,54
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"English Learners",,SCI,Science,-,-,-,100,25
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Female,,SCI,Science,10,10,-,90,30
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Hispanic,,SCI,Science,13,13,-,87,53
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Homeless,,SCI,Science,6,6,-,94,16
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,Male,,SCI,Science,23,23,-,77,31
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Military Connected",,SCI,Science,100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Not Economically Disadvantaged",,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Students with Disabilities",,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,"Students without Disabilities",,SCI,Science,17,17,-,83,53
"2020 - 2021","Loudoun County Public Schools","Guilford Elementary",SCH,White,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",,ENGR,"English Reading",54,48,6,46,226
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"American Indian",,ENGR,"English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,,ENGR,"English Reading",77,61,16,23,31
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,,ENGR,"English Reading",71,71,-,29,21
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",,ENGR,"English Reading",48,43,5,52,149
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",,ENGR,"English Reading",30,28,3,70,112
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,,ENGR,"English Reading",59,53,6,41,120
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,,ENGR,"English Reading",42,39,3,58,133
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,,ENGR,"English Reading",15,15,-,85,13
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,,ENGR,"English Reading",49,42,7,51,106
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Military Connected",,ENGR,"English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",,ENGR,"English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",,ENGR,"English Reading",68,58,9,32,77
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",,ENGR,"English Reading",30,22,7,70,27
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",,ENGR,"English Reading",58,52,6,42,199
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,,ENGR,"English Reading",66,56,9,34,32
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",3,ENGR,"Grade 3 English Reading",39,38,1,61,77
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,3,ENGR,"Grade 3 English Reading",60,50,10,40,10
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,3,ENGR,"Grade 3 English Reading",50,50,-,50,10
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",29,27,2,71,51
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",3,ENGR,"Grade 3 English Reading",25,25,-,75,48
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,3,ENGR,"Grade 3 English Reading",50,48,3,50,40
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,3,ENGR,"Grade 3 English Reading",20,20,-,80,40
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,3,ENGR,"Grade 3 English Reading",27,27,-,73,37
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Military Connected",3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",58,58,-,42,26
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",3,ENGR,"Grade 3 English Reading",41,40,1,59,70
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,3,ENGR,"Grade 3 English Reading",67,67,-,33,15
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",4,ENGR,"Grade 4 English Reading",60,51,9,40,75
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",56,48,8,44,50
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",4,ENGR,"Grade 4 English Reading",40,36,5,60,42
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,4,ENGR,"Grade 4 English Reading",62,56,6,38,34
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,4,ENGR,"Grade 4 English Reading",48,40,8,52,48
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,4,ENGR,"Grade 4 English Reading",59,46,12,41,41
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",68,56,12,32,25
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",4,ENGR,"Grade 4 English Reading",62,53,9,38,66
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",5,ENGR,"Grade 5 English Reading",65,57,8,35,74
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"American Indian",5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,5,ENGR,"Grade 5 English Reading",92,58,33,8,12
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",58,54,4,42,48
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",5,ENGR,"Grade 5 English Reading",23,18,5,77,22
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,5,ENGR,"Grade 5 English Reading",65,57,9,35,46
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,5,ENGR,"Grade 5 English Reading",56,56,-,44,45
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,5,ENGR,"Grade 5 English Reading",64,57,7,36,28
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",5,ENGR,"Grade 5 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",77,62,15,23,26
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",5,ENGR,"Grade 5 English Reading",27,18,9,73,11
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",5,ENGR,"Grade 5 English Reading",71,63,8,29,63
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",3,MATH,"Grade 3 Mathematics",27,27,-,73,78
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,3,MATH,"Grade 3 Mathematics",50,50,-,50,10
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,3,MATH,"Grade 3 Mathematics",40,40,-,60,10
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",19,19,-,81,52
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",3,MATH,"Grade 3 Mathematics",18,18,-,82,49
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,3,MATH,"Grade 3 Mathematics",24,24,-,76,41
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,3,MATH,"Grade 3 Mathematics",7,7,-,93,41
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,3,MATH,"Grade 3 Mathematics",30,30,-,70,37
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Military Connected",3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",42,42,-,58,26
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",3,MATH,"Grade 3 Mathematics",28,28,-,72,71
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,3,MATH,"Grade 3 Mathematics",60,60,-,40,15
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",4,MATH,"Grade 4 Mathematics",61,56,5,39,77
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,4,MATH,"Grade 4 Mathematics",90,90,-,10,10
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",59,55,4,41,51
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",4,MATH,"Grade 4 Mathematics",45,43,2,55,44
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,4,MATH,"Grade 4 Mathematics",56,50,6,44,34
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,4,MATH,"Grade 4 Mathematics",49,45,4,51,49
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,4,MATH,"Grade 4 Mathematics",65,60,5,35,43
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",4,MATH,"Grade 4 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",65,58,8,35,26
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",4,MATH,"Grade 4 Mathematics",62,58,4,38,69
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",5,MATH,"Grade 5 Mathematics",55,49,5,45,75
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"American Indian",5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,5,MATH,"Grade 5 Mathematics",92,67,25,8,12
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",46,42,4,54,48
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"English Learners",5,MATH,"Grade 5 Mathematics",26,22,4,74,23
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Female,5,MATH,"Grade 5 Mathematics",55,51,4,45,47
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Hispanic,5,MATH,"Grade 5 Mathematics",46,46,-,54,46
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Homeless,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Male,5,MATH,"Grade 5 Mathematics",54,46,7,46,28
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Multiple Races",5,MATH,"Grade 5 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Not Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",70,63,7,30,27
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students with Disabilities",5,MATH,"Grade 5 Mathematics",33,25,8,67,12
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"Students without Disabilities",5,MATH,"Grade 5 Mathematics",59,54,5,41,63
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,White,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"All Students",,MATH,Mathematics,47,44,3,53,230
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,"American Indian",,MATH,Mathematics,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Asian,,MATH,Mathematics,78,69,9,22,32
"2020 - 2021","Loudoun County Public Schools","Rolling Ridge Elementary",SCH,Black,,MATH,Mathematics,48,43,5,52,21
